Row,C0,C1,C2,C3,C4,C5
995,6,666,106,4,155,71
996,6,667,109,1,155,1
997,6,668,110,1,155,2
998,6,669,113,1,155,0
999,6,670,115,1,155,0
1000,6,671,116,2,155,87
1001,6,672,119,2,155,99
1002,6,673,121,1,155,0
1003,6,674,124,1,155,0
1004,6,675,125,1,155,0
1005,6,676,127,1,155,0
1006,6,677,130,1,155,0
1007,6,678,131,2,155,87
1008,6,679,132,2,155,87
1009,6,680,134,2,155,87
1010,6,681,139,1,155,2
1011,6,682,140,1,155,0
1012,6,683,141,1,155,0
1013,6,684,145,1,155,0
1014,6,685,146,2,155,99
1015,6,686,149,2,155,87
1016,6,687,159,4,155,65
1017,6,688,180,2,155,99
1018,6,689,71,16,155,50
1019,6,690,85,32,155,34
1020,6,691,87,4,155,65
1021,6,692,94,4,155,65
1022,6,693,95,4,155,65
1023,6,694,99,4,155,65
1024,6,695,100,4,155,71
1025,6,696,159,32,155,34
1026,6,697,180,64,155,26
1027,6,698,74,128,155,17
1028,6,699,87,4,155,65
1029,6,700,94,4,155,65
1030,6,701,95,4,155,65
1031,6,702,99,4,155,65
1032,6,703,100,4,155,65
1033,6,704,95,16,155,34
1034,6,705,88,4,155,71
1035,6,706,95,4,155,71
1036,6,707,98,32,155,23
1037,6,708,99,4,155,71
1038,6,709,100,4,155,71
1039,6,710,110,4,155,71
1040,6,711,114,16,155,38
1041,6,712,115,2,155,99
1042,6,713,118,2,155,87
1043,6,714,121,32,155,23
1044,6,715,124,2,155,87
1045,6,716,125,2,155,87
1046,6,717,145,4,155,71
1047,6,718,147,4,155,71
1048,6,719,159,16,155,34
1049,6,720,115,2,155,99
1050,6,721,118,2,155,87
1051,6,722,125,2,155,87
1052,6,723,173,4,155,71
1053,6,724,175,4,155,71
1054,6,725,99,4,155,71
1055,6,726,100,4,155,71
1056,6,727,110,16,155,38
1057,6,728,113,4,155,71
1058,6,729,115,2,155,99
1059,6,730,118,2,155,87
1060,6,731,125,4,155,71
1061,6,732,159,8,155,48
1062,6,733,173,4,155,71
1063,6,734,175,16,155,38
1064,6,735,179,16,155,38
1065,6,736,100,4,155,71
1066,6,737,113,32,155,23
1067,6,738,115,2,155,99
1068,6,739,118,4,155,71
1069,6,740,145,4,155,71
1070,6,741,147,16,155,38
1071,6,742,115,8,155,49
1072,6,743,130,8,155,49
1073,6,744,145,16,155,38
1074,6,745,173,16,155,38
1075,6,746,182,16,155,41
1076,6,747,53,32,155,23
1077,6,748,57,2,155,99
1078,6,749,58,2,155,99
1079,6,750,66,2,155,99
1080,6,751,70,16,155,38
1081,6,752,71,16,155,38
1082,6,753,72,2,155,99
1083,6,754,76,16,155,38
1084,6,755,87,4,155,71
1085,6,756,88,4,155,71
1086,6,757,95,4,155,71
1087,6,758,100,16,155,38
1088,6,759,115,16,155,38
1089,6,760,118,4,155,71
1090,6,761,130,16,155,38
1091,6,762,145,16,155,38
1092,6,763,57,1,155,0
1093,6,764,60,1,155,2
1094,6,765,66,2,155,99
1095,6,766,70,8,155,48
1096,6,767,71,16,155,34
1097,6,768,72,2,155,87
1098,6,769,74,16,155,34
1099,6,770,75,4,155,71
1100,6,771,81,4,155,65
1101,6,772,82,4,155,65
1102,6,773,87,2,155,99
1103,6,774,94,2,155,99
1104,6,775,95,2,155,99
1105,6,776,99,2,155,99
1106,6,777,100,4,155,59
1107,6,778,103,2,155,99
1108,6,779,115,4,155,65
1109,6,780,60,1,155,0
1110,6,781,66,1,155,0
1111,6,782,67,1,155,0
1112,6,783,68,1,155,0
1113,6,784,69,4,155,59
1114,6,785,70,1,155,0
1115,6,786,71,1,155,0
1116,6,787,72,2,155,87
1117,6,788,73,1,155,2
1118,6,789,75,1,155,0
1119,6,790,76,2,155,99
1120,6,791,81,1,155,2
1121,6,792,82,1,155,0
1122,6,793,83,1,155,0
1123,6,794,84,1,155,0
1124,6,795,87,1,155,0
1125,6,796,88,2,155,87
1126,6,797,90,1,155,1
1127,6,798,92,2,155,99
1128,6,799,93,4,155,65
1129,6,800,94,1,155,1
1130,6,801,95,1,155,1
1131,6,802,97,2,155,99
1132,6,803,100,2,155,99
1133,6,804,101,1,155,0
1134,6,805,102,4,155,65
1135,6,806,104,1,155,0
1136,6,807,106,1,155,0
1137,6,808,108,2,155,99
1138,6,809,109,1,155,3
1139,6,810,110,1,155,1
1140,6,811,111,4,155,59
1141,6,812,112,2,155,99
1142,6,813,117,2,155,99
1143,6,814,118,1,155,0
1144,6,815,120,1,155,0
1145,6,816,121,1,155,3
1146,6,817,122,1,155,0
1147,6,818,123,1,155,0
1148,6,819,126,1,155,0
1149,6,820,127,1,155,0
1150,6,821,130,1,155,0
1151,6,822,131,1,155,0
1152,6,823,132,1,155,0
1153,6,824,136,1,155,0
1154,6,825,137,1,155,0
1155,6,826,138,1,155,0
1156,6,827,141,1,155,0
1157,6,828,142,1,155,0
1158,6,829,143,1,155,0
1159,6,830,145,1,155,0
1160,6,831,147,1,155,0
1161,6,832,151,1,155,0
1162,6,833,154,2,155,99
1163,6,834,158,4,155,59
1164,6,835,165,2,155,99
1165,6,836,166,2,155,99
1166,6,837,168,4,155,65
1167,6,838,182,4,155,59
1168,6,839,61,2,155,87
1169,6,840,66,2,155,99
1170,6,841,68,1,155,1
1171,6,842,69,1,155,0
1172,6,843,70,1,155,0
1173,6,844,71,1,155,0
1174,6,845,72,1,155,0
1175,6,846,74,1,155,0
1176,6,847,75,1,155,0
1177,6,848,76,2,155,87
1178,6,849,81,1,155,1
1179,6,850,82,1,155,0
1180,6,851,83,1,155,0
1181,6,852,84,1,155,0
1182,6,853,87,1,155,0
1183,6,854,88,1,155,0
1184,6,855,90,2,155,87
1185,6,856,92,1,155,0
1186,6,857,94,1,155,0
1187,6,858,95,1,155,0
1188,6,859,97,1,155,0
1189,6,860,98,1,155,0
1190,6,861,99,1,155,0
1191,6,862,100,2,155,87
1192,6,863,101,1,155,2
1193,6,864,102,2,155,99
1194,6,865,103,1,155,0
1195,6,866,104,2,155,87
1196,6,867,105,2,155,87
1197,6,868,106,1,155,1
1198,6,869,108,1,155,0
1199,6,870,109,1,155,0
1200,6,871,110,1,155,0
1201,6,872,113,1,155,0
1202,6,873,114,1,155,0
1203,6,874,115,2,155,99
1204,6,875,116,1,155,1
1205,6,876,117,1,155,0
1206,6,877,118,1,155,0
1207,6,878,120,1,155,0
1208,6,879,121,1,155,0
1209,6,880,122,2,155,87
1210,6,881,123,2,155,99
1211,6,882,124,1,155,0
1212,6,883,125,1,155,0
1213,6,884,126,1,155,0
1214,6,885,127,1,155,0
1215,6,886,129,2,155,87
1216,6,887,130,1,155,1
1217,6,888,131,1,155,0
1218,6,889,132,1,155,0
1219,6,890,134,1,155,0
1220,6,891,135,1,155,0
1221,6,892,136,1,155,0
1222,6,893,137,2,155,99
1223,6,894,138,2,155,87
1224,6,895,139,1,155,1
1225,6,896,140,1,155,0
1226,6,897,141,1,155,0
1227,6,898,142,1,155,0
1228,6,899,143,2,155,87
1229,6,900,144,2,155,99
1230,6,901,146,1,155,1
1231,6,902,147,1,155,0
1232,6,903,148,2,155,99
1233,6,904,150,1,155,0
1234,6,905,151,1,155,0
1235,6,906,154,1,155,0
1236,6,907,155,2,155,99
1237,6,908,157,2,155,87
1238,6,909,161,1,155,1
1239,6,910,162,1,155,0
1240,6,911,164,2,155,87
1241,6,912,165,1,155,1
1242,6,913,166,2,155,99
1243,6,914,167,1,155,1
1244,6,915,169,1,155,0
1245,6,916,170,2,155,99
1246,6,917,171,1,155,0
1247,6,918,172,1,155,0
1248,6,919,173,1,155,0
1249,6,920,174,1,155,0
1250,6,921,175,1,155,0
1251,6,922,176,2,155,99
1252,6,923,177,1,155,0
1253,6,924,178,1,155,0
1254,6,925,179,1,155,0
1255,6,926,180,1,155,0
1256,6,927,182,2,155,87
1257,6,928,184,1,155,1
1258,6,929,185,1,155,0
1259,6,930,66,2,155,99
1260,6,931,70,1,155,0
1261,6,932,71,1,155,0
1262,6,933,81,1,155,0
1263,6,934,82,1,155,0
1264,6,935,83,1,155,0
1265,6,936,84,1,155,0
1266,6,937,87,1,155,0
1267,6,938,88,1,155,0
1268,6,939,92,4,155,71
1269,6,940,94,1,155,0
1270,6,941,95,1,155,0
1271,6,942,97,4,155,59
1272,6,943,100,4,155,59
1273,6,944,101,1,155,4
1274,6,945,102,4,155,65
1275,6,946,104,2,155,87
1276,6,947,108,4,155,65
1277,6,948,109,1,155,0
1278,6,949,110,1,155,0
1279,6,950,117,4,155,65
1280,6,951,118,1,155,3
1281,6,952,120,1,155,0
1282,6,953,121,1,155,0
1283,6,954,125,1,155,2
1284,6,955,126,1,155,0
1285,6,956,127,1,155,0
1286,6,957,131,1,155,0
1287,6,958,132,1,155,0
1288,6,959,136,1,155,0
1289,6,960,141,1,155,0
1290,6,961,142,1,155,0
1291,6,962,147,1,155,0
1292,6,963,151,1,155,0
1293,6,964,154,4,155,59
1294,6,965,165,4,155,65
1295,6,966,166,4,155,71
1296,6,967,70,2,155,99
1297,6,968,71,4,155,65
1298,6,969,72,1,155,0
1299,6,970,76,1,155,0
1300,6,971,81,12,155,34
1301,6,972,82,4,155,59
1302,6,973,84,4,155,65
1303,6,974,95,2,155,99
1304,6,975,99,2,155,99
1305,6,976,100,1,155,1
1306,6,977,101,2,155,99
1307,6,978,103,2,155,99
1308,6,979,110,1,155,0
1309,6,980,113,1,155,0
1310,6,981,115,2,155,99
1311,6,982,116,4,155,65
1312,6,983,118,2,155,99
1313,6,984,130,1,155,1
1314,6,985,131,2,155,99
1315,6,986,132,2,155,87
1316,6,987,141,4,155,53
1317,6,988,145,4,155,59
1318,6,989,146,12,155,34
1319,6,990,167,12,155,34
1320,6,991,173,2,155,99
1321,6,992,174,4,155,65
1322,6,993,180,4,155,65
1323,6,994,70,2,155,99
1324,6,995,71,4,155,59
1325,6,996,72,1,155,2
1326,6,997,75,1,155,0
1327,6,998,84,12,155,28
1328,6,999,95,1,155,1
1329,6,1000,99,1,155,0
1330,6,1001,100,1,155,0
1331,6,1002,101,2,155,87
1332,6,1003,103,2,155,87
1333,6,1004,104,1,155,2
1334,6,1005,110,1,155,3
1335,6,1006,115,4,155,71
1336,6,1007,119,4,155,59
1337,6,1008,125,1,155,0
1338,6,1009,131,2,155,87
1339,6,1010,132,2,155,87
1340,6,1011,180,4,155,59
1341,6,1012,71,4,155,65
1342,6,1013,72,1,155,0
1343,6,1014,75,8,155,48
1344,6,1015,76,8,155,42
1345,6,1016,87,1,155,0
1346,6,1017,88,2,155,99
1347,6,1018,95,1,155,3
1348,6,1019,100,4,155,59
1349,6,1020,101,2,155,87
1350,6,1021,115,4,155,65
1351,6,1022,118,2,155,99
1352,6,1023,120,2,155,99
1353,6,1024,125,2,155,99
1354,6,1025,130,4,155,59
1355,6,1026,145,4,155,65
1356,6,1027,180,16,155,38
1357,6,1028,72,2,155,87
1358,6,1029,75,8,155,51
1359,6,1030,76,8,155,49
1360,6,1031,87,2,155,99
1361,6,1032,88,2,155,99
1362,6,1033,94,2,155,99
1363,6,1034,95,2,155,99
1364,6,1035,99,2,155,99
1365,6,1036,118,2,155,99
1366,6,1037,120,2,155,99
1367,6,1038,125,2,155,99
1368,6,1039,95,1,155,3
1369,6,1040,99,2,155,87
1370,6,1041,104,2,155,87
1371,6,1042,110,1,155,1
1372,6,1043,113,1,155,0
1373,6,1044,115,2,155,99
1374,6,1045,118,2,155,87
1375,6,1046,125,1,155,0
1376,6,1047,134,2,155,99
1377,6,1048,140,1,155,1
1378,6,1049,141,2,155,87
1379,6,1050,145,2,155,87
1380,6,1051,147,1,155,1
1381,6,1052,151,2,155,87
1382,6,1053,87,4,155,59
1383,6,1054,88,4,155,71
1384,6,1055,94,4,155,65
1385,6,1056,95,4,155,59
1386,6,1057,99,4,155,65
1387,6,1058,100,4,155,65
1388,6,1059,115,4,155,71
1389,6,1060,118,8,155,48
1390,6,1061,124,8,155,48
1391,6,1062,125,4,155,71
1392,6,1063,139,8,155,48
1393,6,1064,141,8,155,48
1394,6,1065,87,2,155,99
1395,6,1066,88,2,155,99
1396,6,1067,95,2,155,99
1397,6,1068,100,4,155,65
1398,6,1069,110,2,155,99
1399,6,1070,130,4,155,59
1400,6,1071,94,4,155,59
1401,6,1072,95,2,155,99
1402,6,1073,98,8,155,42
1403,6,1074,99,2,155,99
1404,6,1075,100,2,155,99
1405,6,1076,109,4,155,65
1406,6,1077,110,2,155,99
1407,6,1078,113,2,155,99
1408,6,1079,114,4,155,65
1409,6,1080,115,2,155,99
1410,6,1081,118,1,155,0
1411,6,1082,121,4,155,65
1412,6,1083,124,1,155,5
1413,6,1084,125,1,155,0
1414,6,1085,130,2,155,87
1415,6,1086,139,1,155,0
1416,6,1087,140,1,155,0
1417,6,1088,141,1,155,0
1418,6,1089,145,2,155,99
1419,6,1090,147,2,155,99
1420,6,1091,151,2,155,99
1421,6,1092,161,4,155,65
1422,6,1093,172,4,155,59
1423,6,1094,173,2,155,99
1424,6,1095,175,2,155,99
1425,6,1096,179,2,155,99
1426,6,1097,182,2,155,99
1427,6,1098,95,1,155,1
1428,6,1099,99,1,155,1
1429,6,1100,118,4,155,71
1430,6,1101,124,4,155,71
1431,6,1102,125,4,155,71
1432,6,1103,127,4,155,71
1433,6,1104,130,4,155,71
1434,6,1105,140,4,155,71
1435,6,1106,141,4,155,71
1436,6,1107,142,4,155,71
1437,6,1108,162,4,155,71
1438,6,1109,166,4,155,71
1439,6,1110,169,4,155,71
1440,6,1111,171,8,155,45
1441,6,1112,178,4,155,71
1442,6,1113,181,8,155,42
1443,6,1114,99,4,155,65
1444,6,1115,100,2,155,99
1445,6,1116,110,4,155,65
1446,6,1117,113,4,155,59
1447,6,1118,115,2,155,99
1448,6,1119,118,1,155,0
1449,6,1120,120,1,155,1
1450,6,1121,124,1,155,0
1451,6,1122,125,1,155,0
1452,6,1123,130,2,155,87
1453,6,1124,140,1,155,2
1454,6,1125,141,1,155,0
1455,6,1126,145,2,155,99
1456,6,1127,147,4,155,59
1457,6,1128,151,4,155,65
1458,6,1129,173,2,155,99
1459,6,1130,175,4,155,71
1460,6,1131,179,4,155,65
1461,6,1132,182,2,155,99
1462,6,1133,118,4,155,71
1463,6,1134,127,8,155,49
1464,6,1135,142,8,155,49
1465,6,1136,120,4,155,71
1466,6,1137,124,4,155,71
1467,6,1138,125,4,155,71
1468,6,1139,127,8,155,51
1469,6,1140,130,8,155,42
1470,6,1141,140,8,155,51
1471,6,1142,141,4,155,71
1472,6,1143,142,4,155,71
1473,6,1144,150,4,155,71
1474,6,1145,162,4,155,71
1475,6,1146,169,4,155,71
1476,6,1147,178,8,155,45
1477,6,1148,181,4,155,71
1478,6,1149,124,8,155,51
1479,6,1150,125,4,155,71
1480,6,1151,130,8,155,42
1481,6,1152,141,4,155,71
1482,6,1153,142,8,155,51
1483,6,1154,150,4,155,71
1484,6,1155,162,8,155,45
1485,6,1156,169,4,155,71
1486,6,1157,130,8,155,42
1487,6,1158,141,8,155,45
1488,6,1159,169,8,155,51
1489,6,1160,70,8,155,48
1490,6,1161,87,2,155,87
1491,6,1162,92,8,155,39
1492,6,1163,95,8,155,36
1493,6,1164,71,4,155,65
1494,6,1165,74,8,155,48
1495,6,1166,87,2,155,87
1496,6,1167,90,2,155,87
1497,6,1168,91,2,155,99
1498,6,1169,92,2,155,87
1499,6,1170,95,2,155,87
1500,6,1171,97,2,155,87
1501,6,1172,98,1,155,2
1502,6,1173,99,1,155,1
1503,6,1174,107,4,155,65
1504,6,1175,108,2,155,87
1505,6,1176,110,2,155,99
1506,6,1177,112,8,155,48
1507,6,1178,113,2,155,99
1508,6,1179,122,4,155,59
1509,6,1180,124,2,155,87
1510,6,1181,125,2,155,99
1511,6,1182,140,2,155,87
1512,6,1183,147,2,155,99
1513,6,1184,90,2,155,87
1514,6,1185,92,1,155,1
1515,6,1186,94,1,155,0
1516,6,1187,95,1,155,0
1517,6,1188,97,1,155,0
1518,6,1189,99,1,155,0
1519,6,1190,107,2,155,99
1520,6,1191,108,2,155,99
1521,6,1192,110,2,155,99
1522,6,1193,112,2,155,99
1523,6,1194,117,12,155,34
1524,6,1195,118,2,155,99
1525,6,1196,137,4,155,59
1526,6,1197,138,2,155,99
1527,6,1198,140,2,155,99
1528,6,1199,147,4,155,59
1529,6,1200,148,2,155,99
1530,6,1201,155,2,155,99
1531,6,1202,92,2,155,87
1532,6,1203,94,2,155,87
1533,6,1204,95,1,155,0
1534,6,1205,99,1,155,0
1535,6,1206,107,2,155,99
1536,6,1207,108,1,155,2
1537,6,1208,110,1,155,2
1538,6,1209,112,2,155,99
1539,6,1210,114,2,155,87
1540,6,1211,118,2,155,87
1541,6,1212,121,6,155,38
1542,6,1213,122,1,155,0
1543,6,1214,123,2,155,99
1544,6,1215,124,1,155,0
1545,6,1216,125,1,155,0
1546,6,1217,127,2,155,87
1547,6,1218,138,2,155,87
1548,6,1219,140,1,155,2
1549,6,1220,141,2,155,87
1550,6,1221,147,1,155,3
1551,6,1222,150,2,155,87
1552,6,1223,95,1,155,3
1553,6,1224,110,1,155,0
1554,6,1225,111,4,155,59
1555,6,1226,112,8,155,48
1556,6,1227,97,1,155,0
1557,6,1228,99,2,155,99
1558,6,1229,107,2,155,99
1559,6,1230,108,1,155,0
1560,6,1231,110,1,155,0
1561,6,1232,112,4,155,59
1562,6,1233,113,1,155,3
1563,6,1234,114,1,155,0
1564,6,1235,118,2,155,87
1565,6,1236,122,2,155,87
1566,6,1237,125,1,155,0
1567,6,1238,140,4,155,59
1568,6,1239,147,1,155,2
1569,6,1240,169,4,155,65
1570,6,1241,179,4,155,59
1571,6,1242,107,4,155,71
1572,6,1243,125,1,155,0
1573,6,1244,110,4,155,71
1574,6,1245,112,16,155,34
1575,6,1246,127,8,155,49
1576,6,1247,112,4,155,71
1577,6,1248,113,8,155,49
1578,6,1249,122,4,155,71
1579,6,1250,125,4,155,71
1580,6,1251,127,8,155,42
1581,6,1252,147,4,155,71
1582,6,1253,150,4,155,71
1583,6,1254,157,8,155,42
1584,6,1255,175,4,155,71
1585,6,1256,178,8,155,48
1586,6,1257,122,16,155,34
1587,6,1258,125,8,155,42
1588,6,1259,147,8,155,42
1589,6,1260,175,8,155,48
1590,6,1261,74,192,155,14
1591,6,1262,95,8,155,48
1592,6,1263,99,12,155,34
1593,6,1264,110,8,155,51
1594,6,1265,113,4,155,59
1595,6,1266,125,8,155,48
1596,6,1267,179,24,155,26
1597,6,1268,110,4,155,71
1598,6,1269,151,48,155,20
1599,6,1270,118,4,155,59
1600,6,1271,147,16,155,34
1601,6,1272,55,9216,155,5
1602,6,1273,66,48,155,19
1603,6,1274,70,256,155,16
1604,6,1275,63,32,155,34
1605,6,1276,66,2,155,99
1606,6,1277,70,32,155,30
1607,6,1278,80,128,155,20
1608,6,1279,81,4,155,65
1609,6,1280,93,8,155,38
1610,6,1281,99,4,155,65
1611,6,1282,67,8,155,48
1612,6,1283,68,24,155,26
1613,6,1284,69,8,155,51
1614,6,1285,83,4,155,59
1615,6,1286,87,4,155,53
1616,6,1287,88,12,155,25
1617,6,1288,56,32,155,30
1618,6,1289,57,8,155,48
1619,6,1290,66,16,155,31
1620,6,1291,70,256,155,14
1621,6,1292,100,64,155,21
1622,6,1293,62,16,155,50
1623,6,1294,63,192,155,14
1624,6,1295,65,32,155,34
1625,6,1296,66,4,155,65
1626,6,1297,78,32,155,34
1627,6,1298,79,32,155,30
1628,6,1299,81,2,155,99
1629,6,1300,90,4,155,65
1630,6,1301,92,2,155,99
1631,6,1302,93,4,155,71
1632,6,1303,94,2,155,99
1633,6,1304,95,4,155,65
1634,6,1305,104,4,155,65
1635,6,1306,153,16,155,50
1636,6,1307,156,32,155,30
1637,6,1308,160,96,155,19
1638,6,1309,163,32,155,34
1639,6,1310,62,2,155,99
1640,6,1311,65,4,155,59
1641,6,1312,66,2,155,87
1642,6,1313,67,1,155,0
1643,6,1314,68,1,155,0
1644,6,1315,69,1,155,2
1645,6,1316,70,4,155,59
1646,6,1317,78,4,155,59
1647,6,1318,82,1,155,2
1648,6,1319,83,1,155,0
1649,6,1320,84,2,155,87
1650,6,1321,85,4,155,65
1651,6,1322,87,1,155,2
1652,6,1323,90,6,155,37
1653,6,1324,110,2,155,87
1654,6,1325,122,2,155,87
1655,6,1326,123,12,155,25
1656,6,1327,138,12,155,25
1657,6,1328,139,2,155,87
1658,6,1329,62,32,155,34
1659,6,1330,65,96,155,15
1660,6,1331,66,2,155,99
1661,6,1332,70,32,155,30
1662,6,1333,81,2,155,99
1663,6,1334,87,2,155,99
1664,6,1335,99,2,155,99
1665,6,1336,67,8,155,48
1666,6,1337,68,8,155,48
1667,6,1338,69,8,155,51
1668,6,1339,70,4,155,65
1669,6,1340,72,4,155,71
1670,6,1341,73,4,155,71
1671,6,1342,81,4,155,65
1672,6,1343,83,4,155,59
1673,6,1344,85,4,155,65
1674,6,1345,87,1,155,0
1675,6,1346,88,1,155,0
1676,6,1347,94,1,155,0
1677,6,1348,98,1,155,0
1678,6,1349,99,1,155,0
1679,6,1350,100,2,155,87
1680,6,1351,101,4,155,53
1681,6,1352,103,2,155,87
1682,6,1353,104,2,155,87
1683,6,1354,109,1,155,3
1684,6,1355,110,1,155,0
1685,6,1356,113,1,155,0
1686,6,1357,115,2,155,99
1687,6,1358,116,4,155,59
1688,6,1359,119,4,155,65
1689,6,1360,131,4,155,53
1690,6,1361,145,2,155,99
1691,6,1362,146,4,155,71
1692,6,1363,149,4,155,59
1693,6,1364,180,4,155,65
1694,6,1365,87,8,155,48
1695,6,1366,95,16,155,34
1696,6,1367,88,4,155,71
1697,6,1368,94,4,155,71
1698,6,1369,95,8,155,51
1699,6,1370,98,16,155,38
1700,6,1371,99,4,155,71
1701,6,1372,100,8,155,42
1702,6,1373,109,4,155,71
1703,6,1374,110,8,155,45
1704,6,1375,114,16,155,38
1705,6,1376,118,2,155,87
1706,6,1377,121,16,155,38
1707,6,1378,124,2,155,87
1708,6,1379,125,4,155,53
1709,6,1380,145,4,155,71
1710,6,1381,147,4,155,71
1711,6,1382,99,8,155,51
1712,6,1383,100,8,155,42
1713,6,1384,113,8,155,45
1714,6,1385,118,4,155,53
1715,6,1386,161,32,155,23
1716,6,1387,81,24,155,26
1717,6,1388,83,8,155,48
1718,6,1389,87,2,155,87
1719,6,1390,88,1,155,1
1720,6,1391,101,4,155,59
1721,6,1392,103,4,155,65
1722,6,1393,104,4,155,59
1723,6,1394,116,8,155,42
1724,6,1395,119,4,155,71
1725,6,1396,87,4,155,59
1726,6,1397,104,16,155,34
1727,6,1398,119,144,155,12
1728,6,1399,87,2,155,87
1729,6,1400,101,2,155,87
1730,6,1401,116,24,155,20
1731,6,1402,101,6,155,37
1732,6,1403,127,18,155,21
1733,6,1404,67,96,155,17
1734,6,1405,68,16,155,38
1735,6,1406,70,48,155,20
1736,6,1407,83,16,155,29
1737,6,1408,85,16,155,34
1738,6,1409,88,12,155,25
1739,6,1410,85,512,155,13
1740,6,1411,100,192,155,14
1741,6,1412,66,4,155,65
1742,6,1413,70,32,155,34
1743,6,1414,78,32,155,34
1744,6,1415,81,4,155,65
1745,6,1416,87,4,155,65
1746,6,1417,93,4,155,71
1747,6,1418,94,2,155,99
1748,6,1419,95,2,155,99
1749,6,1420,100,4,155,65
1750,6,1421,159,16,155,50
1751,6,1422,160,192,155,14
1752,6,1423,163,32,155,34
1753,6,1424,66,2,155,87
1754,6,1425,67,1,155,2
1755,6,1426,68,1,155,2
1756,6,1427,69,1,155,0
1757,6,1428,70,2,155,99
1758,6,1429,78,4,155,59
1759,6,1430,82,2,155,87
1760,6,1431,83,1,155,1
1761,6,1432,84,1,155,2
1762,6,1433,85,2,155,99
1763,6,1434,87,1,155,2
1764,6,1435,120,2,155,87
1765,6,1436,123,12,155,25
1766,6,1437,130,2,155,87
1767,6,1438,138,12,155,25
1768,6,1439,139,2,155,87
1769,6,1440,66,2,155,99
1770,6,1441,70,32,155,30
1771,6,1442,85,32,155,30
1772,6,1443,87,2,155,99
1773,6,1444,94,2,155,99
1774,6,1445,95,2,155,99
1775,6,1446,100,4,155,59
1776,6,1447,159,16,155,50
1777,6,1448,67,8,155,48
1778,6,1449,68,8,155,48
1779,6,1450,69,8,155,51
1780,6,1451,70,4,155,65
1781,6,1452,72,4,155,71
1782,6,1453,73,4,155,71
1783,6,1454,81,2,155,99
1784,6,1455,83,2,155,99
1785,6,1456,85,2,155,99
1786,6,1457,87,1,155,0
1787,6,1458,88,1,155,2
1788,6,1459,94,1,155,2
1789,6,1460,98,1,155,0
1790,6,1461,99,1,155,0
1791,6,1462,100,1,155,0
1792,6,1463,101,4,155,53
1793,6,1464,103,1,155,0
1794,6,1465,104,1,155,0
1795,6,1466,109,1,155,4
1796,6,1467,110,1,155,0
1797,6,1468,113,1,155,0
1798,6,1469,115,2,155,99
1799,6,1470,116,4,155,59
1800,6,1471,119,2,155,99
1801,6,1472,131,4,155,53
1802,6,1473,145,2,155,99
1803,6,1474,146,4,155,71
1804,6,1475,149,2,155,99
1805,6,1476,180,4,155,65
1806,6,1477,81,4,155,65
1807,6,1478,85,16,155,50
1808,6,1479,87,2,155,99
1809,6,1480,94,2,155,99
1810,6,1481,100,4,155,65
1811,6,1482,104,4,155,65
1812,6,1483,180,64,155,26
1813,6,1484,82,8,155,48
1814,6,1485,83,8,155,51
1815,6,1486,84,8,155,48
1816,6,1487,85,2,155,99
1817,6,1488,87,1,155,2
1818,6,1489,88,1,155,0
1819,6,1490,94,1,155,3
1820,6,1491,99,1,155,0
1821,6,1492,100,1,155,0
1822,6,1493,103,4,155,71
1823,6,1494,104,4,155,53
1824,6,1495,109,1,155,0
1825,6,1496,110,1,155,0
1826,6,1497,113,1,155,3
1827,6,1498,114,1,155,0
1828,6,1499,115,2,155,99
1829,6,1500,119,4,155,59
1830,6,1501,134,4,155,53
1831,6,1502,135,4,155,71
1832,6,1503,145,2,155,99
1833,6,1504,149,4,155,71
1834,6,1505,87,4,155,65
1835,6,1506,94,4,155,65
1836,6,1507,95,4,155,65
1837,6,1508,100,4,155,65
1838,6,1509,159,128,155,17
1839,6,1510,88,4,155,71
1840,6,1511,94,2,155,99
1841,6,1512,95,4,155,71
1842,6,1513,98,8,155,51
1843,6,1514,99,2,155,99
1844,6,1515,100,2,155,99
1845,6,1516,109,2,155,99
1846,6,1517,110,4,155,59
1847,6,1518,114,8,155,48
1848,6,1519,115,1,155,1
1849,6,1520,118,1,155,0
1850,6,1521,120,4,155,71
1851,6,1522,121,8,155,48
1852,6,1523,124,1,155,1
1853,6,1524,125,4,155,53
1854,6,1525,140,4,155,53
1855,6,1526,145,2,155,99
1856,6,1527,147,2,155,99
1857,6,1528,99,8,155,42
1858,6,1529,100,2,155,99
1859,6,1530,113,4,155,59
1860,6,1531,115,1,155,0
1861,6,1532,118,4,155,53
1862,6,1533,141,4,155,53
1863,6,1534,173,2,155,99
1864,6,1535,115,8,155,48
1865,6,1536,130,8,155,48
1866,6,1537,145,8,155,48
1867,6,1538,182,16,155,41
1868,6,1539,81,72,155,12
1869,6,1540,83,4,155,65
1870,6,1541,85,8,155,48
1871,6,1542,87,2,155,99
1872,6,1543,88,2,155,87
1873,6,1544,94,2,155,99
1874,6,1545,99,2,155,87
1875,6,1546,100,4,155,65
1876,6,1547,145,12,155,34
1877,6,1548,85,4,155,71
1878,6,1549,87,1,155,1
1879,6,1550,94,1,155,1
1880,6,1551,98,2,155,87
1881,6,1552,99,1,155,0
1882,6,1553,100,2,155,87
1883,6,1554,101,2,155,87
1884,6,1555,103,2,155,87
1885,6,1556,104,2,155,99
1886,6,1557,115,2,155,99
1887,6,1558,116,2,155,99
1888,6,1559,119,12,155,34
